type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     	SB_CVaR   	B_CVaR    	SO_CVaR   	O_CVaR    	ST_CVaR   	T_CVaR    
lh        	0.0-0.54  	17222.5251	0.0       	4182.4569 	5106.90467225	5106.90467225	23.797    	23.85920774	34.685    	34.66089879	-15128.72404156	-15189.70055561	-9388.12492851	-9403.32798157	-24593.02853718	-18564.54959945	-18599.45425353	-9633.47757703	-9646.94345325	-28198.02717649	-28246.39770677
lh        	0.0-0.55  	16848.1224	0.0       	4259.9098 	5106.90467225	5106.90467225	23.897    	23.90337968	35.022    	35.07434907	-15308.99470031	-15342.2843728	-9524.89448827	-9543.88928861	-24886.17366141	-18835.13500914	-18788.0699416	-9764.82227219	-9790.73118885	-28599.95728133	-28578.80113046
lh        	0.0-0.56  	16473.7197	0.0       	4337.3627 	5106.90467225	5106.90467225	23.941    	23.9532333	35.585    	35.47303326	-15523.34070704	-15495.86865708	-9673.89936425	-9684.45059566	-25180.31925274	-19001.40411167	-18977.37659731	-9921.58773447	-9934.51892446	-28922.99184614	-28911.89552177
lh        	0.0-0.57  	16099.317 	0.0       	4414.8157 	5106.90467225	5106.90467225	24.045    	24.00835404	35.944    	35.85772854	-15665.47867965	-15650.42807152	-9821.46959108	-9825.0119027	-25475.43997422	-19188.34630716	-19167.35668048	-10072.35778264	-10078.30666007	-29260.7040898	-29245.66334054
lh        	0.0-0.58  	15724.9143	0.0       	4492.2686 	5106.90467225	5106.90467225	23.928    	24.06836807	36.367    	36.22915846	-15752.18476167	-15805.93832753	-9952.7393512	-9965.57320974	-25771.51153728	-19317.47784101	-19357.99337909	-10211.1409761	-10222.09439567	-29528.61881711	-29580.08777476
lh        	0.0-0.59  	15350.5115	0.0       	4569.7215 	5106.90467225	5106.90467225	24.242    	24.13293722	36.449    	36.58799753	-15962.85826041	-15962.37612538	-10127.05601928	-10106.13451679	-26068.51064217	-19628.05732006	-19549.27056774	-10385.58684553	-10365.88213128	-30013.64416559	-29915.15269902
lh        	0.0-0.6   	14976.1088	0.0       	4647.1744 	5106.90467225	5106.90467225	24.276    	24.20175474	37.0      	36.93487531	-16134.44508408	-16119.71909886	-10248.57520605	-10246.69582383	-26366.41492269	-19675.48051738	-19741.17276909	-10505.32168995	-10509.66986689	-30180.80220733	-30250.84263598
lh        	0.0-0.61  	14601.7061	0.0       	4724.6273 	5106.90467225	5106.90467225	24.201    	24.27454159	37.351    	37.27038004	-16248.95295599	-16277.94576386	-10378.59740462	-10387.25713087	-26665.20289474	-19914.83997554	-19933.68511805	-10646.04189846	-10653.45760249	-30560.881874	-30587.14272054
lh        	0.0-0.62  	14227.3034	0.0       	4802.0802 	5106.90467225	5106.90467225	24.399    	24.35104332	37.736    	37.59506204	-16412.05344464	-16437.03547064	-10547.36627763	-10527.81843792	-26964.85390856	-20121.5990611	-20126.79332843	-10814.14482082	-10797.2453381	-30935.74388192	-30924.03866653
lh        	0.0-0.63  	13852.9007	0.0       	4879.5331 	5106.90467225	5106.90467225	24.576    	24.43102733	37.936    	37.90943667	-16603.95649972	-16596.96835918	-10681.6218183	-10668.37974496	-27265.34810414	-20272.5670318	-20320.48366197	-10957.90895946	-10941.03307371	-31230.47599126	-31261.51673568
lh        	0.0-0.64  	13478.4979	0.0       	4956.986  	5106.90467225	5106.90467225	24.531    	24.51428053	38.366    	38.2139871	-16789.76009815	-16757.72531769	-10782.55851365	-10808.941052	-27566.66636969	-20577.52190306	-20514.74289937	-11057.76481047	-11084.82080931	-31635.28671352	-31599.56370869
lh        	0.0-0.65  	13104.0952	0.0       	5034.4389 	5106.90467225	5106.90467225	24.554    	24.60060727	38.542    	38.50916674	-16968.48343499	-16919.28794384	-10952.00006201	-10949.50235905	-27868.79030289	-20780.76956841	-20709.55831333	-11238.88417398	-11228.60854492	-32019.65374239	-31938.16685825
lh        	0.0-0.66  	12729.6925	0.0       	5111.8918 	5106.90467225	5106.90467225	24.812    	24.68982755	39.037    	38.79540155	-17168.28433138	-17081.63850848	-11056.49071477	-11090.06366609	-28171.70217457	-20966.00625795	-20904.91764331	-11333.35449587	-11372.39628053	-32299.36075382	-32277.31392384
lh        	0.0-0.67  	12355.2898	0.0       	5189.3447 	5106.90467225	5106.90467225	24.807    	24.7817755	38.993    	39.07309203	-17270.85582322	-17244.75992179	-11253.28114518	-11230.62497313	-28475.38489492	-21047.86501718	-21100.80907196	-11540.36048135	-11516.18401613	-32588.22549852	-32616.99308809
lh        	0.0-0.68  	11980.8871	0.0       	5266.7976 	5106.90467225	5106.90467225	25.049    	24.8762979	39.022    	39.34261514	-17434.73239593	-17408.63570146	-11413.23681243	-11371.18628018	-28779.82198164	-21235.87230914	-21297.22120304	-11697.45148266	-11659.97175174	-32933.3237918	-32957.19295478
lh        	0.0-0.69  	11606.4843	0.0       	5344.2505 	5106.90467225	5106.90467225	24.849    	24.97325306	39.788    	39.604326 	-17448.26291446	-17573.24994302	-11419.96936572	-11511.74758722	-29084.99753024	-21418.20606647	-21494.14304074	-11711.91400154	-11803.75948735	-33130.12006801	-33297.90252809
lh        	0.0-0.7   	11232.0816	0.0       	5421.7034 	5106.90467225	5106.90467225	25.128    	25.07250969	39.7      	39.8585594	-17833.47359307	-17738.58729188	-11698.99753924	-11652.30889426	-29390.89618615	-21733.86514397	-21691.56397031	-11993.20165375	-11947.54722296	-33727.06679773	-33639.11119326
lh        	0.0-0.71  	10857.6789	0.0       	5499.1563 	5106.90467225	5106.90467225	25.134    	25.17394594	40.256    	40.10563129	-17847.34837893	-17904.63291718	-11777.14742941	-11792.87020131	-29697.50311849	-21853.80125333	-21889.47373978	-12077.30512152	-12091.33495856	-33931.10637485	-33980.80869834
lh        	0.0-0.72  	10483.2762	0.0       	5576.6092 	5106.90467225	5106.90467225	25.265    	25.27744858	40.549    	40.34584008	-17969.14148284	-18071.37248712	-11892.35262404	-11933.43150835	-30004.80399547	-22046.91572916	-22087.86244295	-12196.58316512	-12235.12269417	-34243.49889429	-34322.98513712
lh        	0.0-0.73  	10108.8735	0.0       	5654.0622 	5106.90467225	5106.90467225	25.503    	25.38291222	40.176    	40.5794678	-18100.30966823	-18238.79214583	-12114.60376883	-12073.99281539	-30312.78496122	-22152.46361158	-22286.72050323	-12419.74269848	-12378.91042978	-34572.20631006	-34665.63093301
lh        	0.0-0.74  	9734.4707 	0.0       	5731.5151 	5106.90467225	5106.90467225	25.512    	25.49023863	40.888    	40.80678126	-18360.13393729	-18406.87849159	-12189.52418858	-12214.55412243	-30621.43261402	-22497.28878911	-22486.03865856	-12494.93582381	-12522.69816538	-34992.22461292	-35008.73682394
lh        	0.0-0.75  	9360.068  	0.0       	5808.968  	5106.90467225	5106.90467225	25.728    	25.59933613	41.023    	41.02803303	-18872.25067317	-18575.61855626	-12382.38282949	-12355.11542947	-30930.73398573	-22892.32258173	-22685.80794711	-12684.21284594	-12666.48590099	-35576.53542768	-35352.2938481
lh        	0.0-0.76  	8985.6653 	0.0       	5886.4209 	5106.90467225	5106.90467225	25.687    	25.71011906	41.278    	41.24346239	-18664.0386397	-18744.99978595	-12526.22170334	-12495.67673652	-31240.67652247	-22849.05324571	-22886.01969388	-12830.57886749	-12810.2736366	-35679.63211319	-35696.29333048
lh        	0.0-0.77  	8611.2626 	0.0       	5963.8738 	5106.90467225	5106.90467225	25.819    	25.82250728	41.157    	41.45329617	-18872.94519646	-18915.01002279	-12676.96791323	-12636.23804356	-31551.24806635	-23082.53764877	-23086.66549801	-12996.58038291	-12954.0613722	-36079.11803168	-36040.72687021
lh        	0.0-0.78  	8236.8598 	0.0       	6041.3267 	5106.90467225	5106.90467225	25.896    	25.9364257	41.742    	41.6577496	-19006.55930631	-19085.63748762	-12786.65155969	-12776.7993506	-31862.43683822	-23264.39994884	-23287.73722082	-13097.8627756	-13097.84910781	-36362.26272444	-36385.58632863
lh        	0.0-0.79  	7862.4571 	0.0       	6118.7796 	5106.90467225	5106.90467225	26.127    	26.05180394	41.599    	41.857027 	-19318.86892568	-19256.87076379	-12955.77169114	-12917.36065765	-32174.23142143	-23556.6616609	-23489.22697452	-13285.60561619	-13241.63684342	-36842.26727709	-36730.86381793
lh        	0.0-0.8   	7488.0544 	0.0       	6196.2325 	5106.90467225	5106.90467225	26.291    	26.1685759	42.009    	42.05132246	-19453.13217562	-19428.69878167	-13069.15861343	-13057.92196469	-32486.62074636	-23700.37675881	-23691.1271115	-13390.18701758	-13385.42457902	-37090.56377639	-37076.55169052
lh        	0.0-0.81  	7113.6517 	0.0       	6273.6854 	5106.90467225	5106.90467225	26.532    	26.28667948	42.29     	42.24082051	-19646.14724447	-19601.11080416	-13246.55009721	-13198.48327173	-32799.59407589	-23906.05351355	-23893.43021425	-13580.32709423	-13529.21231463	-37486.38060778	-37422.64252888
lh        	0.0-0.82  	6739.249  	0.0       	6351.1383 	5106.90467225	5106.90467225	26.348    	26.40605624	42.436    	42.42569664	-19908.69236415	-19774.09641282	-13326.83101657	-13339.04457878	-33113.1409916	-24232.42243965	-24096.12908579	-13652.82421845	-13673.00005024	-37885.24665809	-37769.12913603
lh        	0.0-0.83  	6364.8462 	0.0       	6428.5912 	5106.90467225	5106.90467225	26.375    	26.52665118	42.778    	42.60611794	-19911.30136575	-19947.6454949	-13455.49891185	-13479.60588582	-33427.25138072	-24229.1835961	-24299.21674061	-13794.43080354	-13816.78778584	-38023.61439964	-38116.00452646
lh        	0.0-0.84  	5990.4435 	0.0       	6506.0441 	5106.90467225	5106.90467225	26.844    	26.64841243	42.783    	42.78224348	-20228.23776926	-20121.74823084	-13613.04691552	-13620.16719286	-33741.91542371	-24543.41829091	-24502.68639607	-13954.38950919	-13960.57552145	-38497.80780009	-38463.26191752
lh        	0.0-0.85  	5616.0408 	0.0       	6583.497  	5106.90467225	5106.90467225	26.695    	26.77129108	43.08     	42.9542249	-20425.49938843	-20296.3950826	-13731.51826513	-13760.72849991	-34057.12358251	-24846.86461036	-24706.53146424	-14081.24224677	-14104.36325706	-38928.10685714	-38810.8947213
lh        	0.0-0.86  	5241.6381 	0.0       	6660.9499 	5106.90467225	5106.90467225	26.774    	26.89524093	43.023    	43.12220675	-20390.13132502	-20471.57678248	-13882.79046661	-13901.28980695	-34372.86658943	-24842.9794672	-24910.74554423	-14226.87491014	-14248.15099267	-39069.85437734	-39158.89653689
lh        	0.0-0.87  	4867.2354 	0.0       	6738.4028 	5106.90467225	5106.90467225	26.604    	27.02021833	43.587    	43.28632695	-20634.95451025	-20647.28432252	-13960.98199592	-14041.85111399	-34689.13543651	-25072.85482649	-25115.32241479	-14315.03236098	-14391.93872827	-39387.88718747	-39507.26114306
lh        	0.0-0.88  	4492.8326 	0.0       	6815.8557 	5106.90467225	5106.90467225	27.145    	27.14618199	43.486    	43.44671714	-20856.46046477	-20823.50894445	-14141.25666758	-14182.41242104	-35005.92136549	-25380.08986568	-25320.25602734	-14497.58834009	-14535.72646388	-39877.67820578	-39855.98249122
lh        	0.0-0.89  	4118.4299 	0.0       	6893.3087 	5106.90467225	5106.90467225	27.18     	27.27309283	43.692    	43.60350306	-21108.41758536	-21000.24213013	-14320.61281184	-14322.97372808	-35323.2158582	-25594.70014909	-25525.54049938	-14669.69219001	-14679.51419949	-40264.3923391	-40205.05469887
lh        	0.0-0.9   	3744.0272 	0.0       	6970.7616 	5106.90467225	5106.90467225	27.452    	27.40091381	43.735    	43.75680485	-21272.76589828	-21177.47559239	-14447.08407065	-14463.53503512	-35641.01062751	-25826.54565467	-25731.17010816	-14817.07525103	-14823.30193509	-40643.6209057	-40554.47204325
lh        	0.0-0.91  	3369.6245 	0.0       	7048.2145 	5106.90467225	5106.90467225	27.524    	27.52960984	43.85     	43.90673736	-21345.74920707	-21355.20126645	-14604.56335588	-14604.09634217	-35959.29760861	-25932.05251569	-25937.13928464	-14970.41622106	-14967.0896707	-40902.46873676	-40904.22895534
lh        	0.0-0.92  	2995.2218 	0.0       	7125.6674 	5106.90467225	5106.90467225	27.672    	27.65914761	44.112    	44.05341048	-21441.90363996	-21533.41130158	-14720.8896975	-14744.65764921	-36278.06895079	-26034.67111165	-26143.44260786	-15087.10452266	-15110.87740631	-41121.77563431	-41254.32001416
lh        	0.0-0.93  	2620.819  	0.0       	7203.1203 	5106.90467225	5106.90467225	27.808    	27.78949551	44.036    	44.19692933	-21775.51268073	-21712.09805332	-14917.01093031	-14885.21895625	-36597.31700957	-26315.13178782	-26350.07479939	-15281.80722269	-15254.66514191	-41596.93901051	-41604.73994131
lh        	0.0-0.94  	2246.4163 	0.0       	7280.5732 	5106.90467225	5106.90467225	27.747    	27.92062348	44.541    	44.3373946	-21937.61625834	-21891.2540759	-15002.57151891	-15025.7802633	-36917.0343392	-26609.81340328	-26557.03071823	-15365.7782228	-15398.45287752	-41975.59162608	-41955.48359575
lh        	0.0-0.95  	1872.0136 	0.0       	7358.0261 	5106.90467225	5106.90467225	28.081    	28.05250296	44.363    	44.47490269	-22128.04408581	-22070.87211519	-15186.43034191	-15166.34157034	-37237.21368552	-26888.15022702	-26764.30535582	-15565.80797985	-15542.24061313	-42453.95820687	-42306.54596894
lh        	0.0-0.96  	1497.6109 	0.0       	7435.479  	5106.90467225	5106.90467225	28.368    	28.18510679	44.506    	44.60954604	-22250.77305459	-22250.94510174	-15345.95011989	-15306.90287738	-37557.84797912	-26935.5231441	-26971.89383128	-15720.90625372	-15686.02834873	-42656.42939782	-42657.92218002
lh        	0.0-0.97  	1123.2082 	0.0       	7512.9319 	5106.90467225	5106.90467225	28.095    	28.31840909	44.837    	44.74141323	-22278.0116196	-22431.46614442	-15406.06511336	-15447.46418443	-37878.93032885	-27150.14406084	-27179.79138699	-15790.23241506	-15829.81608434	-42940.3764759	-43009.60747133
lh        	0.0-0.98  	748.8054  	0.0       	7590.3848 	5106.90467225	5106.90467225	28.438    	28.45238523	44.862    	44.87058926	-22701.21130962	-22612.42852409	-15564.04234933	-15588.02549147	-38200.45401556	-27455.43725451	-27387.99338419	-15948.15375498	-15973.60381995	-43403.59100949	-43361.59720414
lh        	0.0-0.99  	374.4027  	0.0       	7667.8377 	5106.90467225	5106.90467225	28.697    	28.5870117	44.815    	44.99715567	-22833.5038771	-22793.82568769	-15760.27802051	-15728.58679851	-38522.4124862	-27639.20201843	-27596.49529893	-16155.17925597	-16117.39155555	-43794.3812744	-43713.88685449
lh        	0.0-1.0   	0.0       	0.0       	7745.2906 	5106.90467225	5106.90467225	28.897    	28.72226612	45.214    	45.12119076	-23208.57686899	-22975.65124255	-15876.97750829	-15869.14810556	-38844.79934811	-27941.21297162	-27805.29271809	-16269.93583068	-16261.17929116	-44211.1488023	-44066.47200925
cp        	0.01-0.0  	37185.272 	0.01      	0.0       	5106.90467225	5106.90467225	29.583    	29.33554839	0.0       	0         	-10303.20262726	-10349.17267542	-1805.15515477	-1813.30234269	-12162.47501811	-10848.41842236	-10901.90069369	-1879.64803875	-1887.38609428	-12728.06646111	-12789.28678797
tm        	0.01-0.01 	36813.4193	0.01      	76.9254   	5106.90467225	5106.90467225	29.289    	29.20284468	0.0       	0         	-10313.908029	-10320.58616403	-1952.29325054	-1952.87004345	-12273.45620748	-10890.03251016	-10907.70292369	-2029.27615462	-2029.91553461	-12919.30866478	-12937.6184583
tm        	0.01-0.02 	36441.5666	0.01      	153.8508  	5106.90467225	5106.90467225	29.352    	29.07014097	0.0       	0         	-10267.18291415	-10291.99965263	-2094.23215885	-2092.44282963	-12384.44248227	-10890.81475812	-10924.43736128	-2175.61252958	-2172.4693944	-13066.4272877	-13096.90675569
tm        	0.01-0.03 	36069.7139	0.01      	230.7762  	5106.90467225	5106.90467225	28.836    	28.93743725	0.0       	0         	-10259.82449018	-10263.41314124	-2236.54583142	-2232.01983448	-12495.43297572	-10947.65439023	-10952.157972	-2318.90329654	-2315.04557821	-13266.55768677	-13267.20355021
tm        	0.01-0.04 	35697.8612	0.01      	307.7015  	5106.90467225	5106.90467225	28.945    	28.80473354	0.0       	0         	-10212.05036239	-10234.82662984	-2371.77989591	-2371.60036549	-12606.42699533	-10961.98322004	-10990.89518865	-2456.47300251	-2457.64038597	-13418.45622256	-13448.53557462
tm        	0.01-0.05 	35326.0084	0.01      	384.6269  	5106.90467225	5106.90467225	29.113    	28.67202983	0.0       	0         	-10176.70700314	-10206.24011845	-2506.52179372	-2511.18386422	-12717.42398266	-11017.1934618	-11040.67140417	-2596.16722983	-2600.25195438	-13613.36069164	-13640.92335855
tm        	0.01-0.06 	34954.1557	0.01      	461.5523  	5106.90467225	5106.90467225	28.569    	28.53932611	0.0       	0         	-10205.43995386	-10180.78473652	-2660.433069	-2650.76987661	-12831.55461313	-11124.80532804	-11101.48414464	-2754.19225849	-2742.87911061	-13878.99758654	-13844.36325525
tm        	0.01-0.07 	34582.303 	0.01      	538.4777  	5106.90467225	5106.90467225	28.379    	28.4066224	0.0       	0         	-10149.07153995	-10168.09139415	-2793.75708729	-2790.35803057	-12958.44942472	-11164.06118747	-11172.68559135	-2887.68988525	-2885.5193803	-14051.75107272	-14058.20497165
tm        	0.01-0.08 	34210.4503	0.01      	615.4031  	5106.90467225	5106.90467225	28.232    	28.27391868	0.0       	0         	-10177.34979771	-10167.60029541	-2923.37509597	-2929.94801899	-13097.5483144	-11250.31997148	-11253.00950791	-3024.30597631	-3028.17125212	-14274.62594779	-14281.18076003
tm        	0.01-0.09 	33838.5976	0.01      	692.3285  	5106.90467225	5106.90467225	28.421    	28.14121497	0.0       	0         	-10187.87418998	-10178.05234096	-3063.31785101	-3069.53958673	-13247.59192769	-11336.15514472	-11341.37189943	-3164.11726525	-3170.83403071	-14500.27240997	-14512.20593014
tm        	0.01-0.1  	33466.7448	0.01      	769.2539  	5106.90467225	5106.90467225	27.775    	28.00851126	0.0       	0         	-10178.20321466	-10198.34222343	-3204.18970074	-3209.13252049	-13407.47474392	-11406.04563035	-11436.87107912	-3307.87644583	-3313.50708018	-14713.92207618	-14750.37815929
tm        	0.01-0.11 	33094.8921	0.01      	846.1792  	5106.90467225	5106.90467225	27.505    	27.87580754	0.0       	0         	-10274.27437662	-10227.51018896	-3346.59369866	-3348.72664094	-13576.23682991	-11587.98211239	-11538.7520434	-3453.528252	-3456.18881563	-15041.51036439	-14994.94085904
tm        	0.01-0.12 	32723.0394	0.01      	923.1046  	5106.90467225	5106.90467225	27.792    	27.74310383	0.0       	0         	-10233.56725174	-10264.72530971	-3481.78076434	-3488.32179652	-13753.04710623	-11608.52640278	-11646.37769611	-3594.18424438	-3598.87811131	-15202.71064716	-15245.25580742
tm        	0.01-0.13 	32351.1867	0.01      	1000.03   	5106.90467225	5106.90467225	27.797    	27.61040012	0.0       	0         	-10271.61061291	-10309.26736671	-3618.17066377	-3627.91785845	-13937.18522515	-11739.4398302	-11759.20610849	-3734.24403244	-3741.57457217	-15473.68386264	-15500.78068066
tm        	0.01-0.14 	31979.334 	0.01      	1076.9554 	5106.90467225	5106.90467225	27.347    	27.4776964	0.0       	0         	-10394.53309948	-10360.51007759	-3769.96314672	-3767.51471683	-14128.02479442	-11929.85451408	-11876.77266949	-3884.4984318	-3884.27783828	-15814.35294588	-15761.05050777
tm        	0.01-0.15 	31607.4812	0.01      	1153.8808 	5106.90467225	5106.90467225	27.442    	27.34499269	0.0       	0         	-10432.77336668	-10417.90651822	-3908.40065648	-3907.11227743	-14325.01879565	-12028.30089142	-11998.67606364	-4028.6659619	-4026.98758052	-16056.96685332	-16025.66364416
tm        	0.01-0.16 	31235.6285	0.01      	1230.8062 	5106.90467225	5106.90467225	27.104    	27.21228898	0.0       	0         	-10387.17583034	-10480.976811	-4046.28357506	-4046.71045914	-14527.68727014	-12089.00847006	-12124.56720497	-4165.04087367	-4169.70324463	-16254.04934373	-16294.2704496
tm        	0.01-0.17 	30863.7758	0.01      	1307.7316 	5106.90467225	5106.90467225	26.91     	27.07958526	0.0       	0         	-10550.76425501	-10549.29786347	-4187.92455189	-4186.30919187	-14735.60705534	-12285.80915192	-12254.14044683	-4314.56605274	-4312.42365949	-16600.37520467	-16566.56410633
tm        	0.01-0.18 	30491.9231	0.01      	1384.657  	5106.90467225	5106.90467225	27.159    	26.94688155	0.0       	0         	-10613.48958878	-10622.49485913	-4319.61148971	-4325.90841478	-14948.40327391	-12366.39442341	-12387.12654767	-4448.64444705	-4455.14853061	-16815.03887046	-16842.27507828
tm        	0.01-0.19 	30120.0704	0.01      	1461.5823 	5106.90467225	5106.90467225	26.633    	26.81417784	0.0       	0         	-10746.90527615	-10700.23420616	-4453.91095956	-4465.50807494	-15165.7422811	-12536.29459663	-12523.28699845	-4587.76780374	-4597.87766392	-17124.06240037	-17121.16466237
tm        	0.01-0.2  	29748.2176	0.01      	1538.5077 	5106.90467225	5106.90467225	26.761    	26.68147412	0.0       	0         	-10773.32212722	-10782.21768379	-4617.11064144	-4605.10812611	-15387.3258099	-12617.56024314	-12662.40941281	-4749.06244142	-4740.61087986	-17366.62268456	-17403.02029267
tm        	0.01-0.21 	29376.3649	0.01      	1615.4331 	5106.90467225	5106.90467225	26.735    	26.54877041	0.0       	0         	-10866.07691085	-10868.17756679	-4748.94587028	-4744.70852778	-15612.88609457	-12804.10926667	-12804.30375247	-4887.44400428	-4883.34801181	-17691.55327095	-17687.65176429
tm        	0.01-0.22 	29004.5122	0.01      	1692.3585 	5106.90467225	5106.90467225	26.37     	26.41606669	1.215     	1.20330955	-10987.36710631	-10957.87254857	-4861.40056335	-4884.30924433	-15842.1817929	-12953.32509781	-12948.79921437	-5001.77073469	-5026.0889048	-17955.09583251	-17974.88811917
tm        	0.01-0.23 	28632.6595	0.01      	1769.2839 	5106.90467225	5106.90467225	26.485    	26.28336298	3.645     	3.6455321 	-11057.95256697	-11051.08431629	-5024.83568375	-5023.9102444	-16074.99456069	-13059.40989642	-13095.74164543	-5173.07168362	-5168.83341435	-18232.48158004	-18264.57505977
tm        	0.01-0.24 	28260.8068	0.01      	1846.2093 	5106.90467225	5106.90467225	26.041    	26.15065927	6.006     	5.88532926	-11252.47043201	-11147.61466057	-5202.93658872	-5163.51150024	-16311.12616081	-13317.30496984	-13244.99138165	-5348.89458783	-5311.5810275	-18666.19955767	-18556.57240915
tm        	0.01-0.25 	27888.954 	0.01      	1923.1347 	5106.90467225	5106.90467225	25.978    	26.01795555	8.009     	7.94594265	-11281.4920063	-11247.28302466	-5300.40365098	-5303.11298729	-16550.39601195	-13442.37978419	-13396.42143057	-5451.07630836	-5454.33115614	-18893.45609255	-18850.75258671
tm        	0.01-0.26 	27517.1013	0.01      	2000.06   	5106.90467225	5106.90467225	25.524    	25.88525184	9.795     	9.84804731	-11371.65953253	-11349.92441649	-5449.56202784	-5442.71468371	-16792.63910021	-13586.12101587	-13549.91593349	-5603.88980563	-5597.08370655	-19190.0108215	-19146.99964004
tm        	0.01-0.27 	27145.2486	0.01      	2076.9854 	5106.90467225	5106.90467225	25.791    	25.75254813	11.631    	11.60925534	-11504.80093908	-11455.38762185	-5586.09519533	-5582.31657009	-17037.70419194	-13760.63536063	-13705.36885722	-5744.83147508	-5739.83859248	-19505.46683571	-19445.2074497
tm        	0.01-0.28 	26773.3959	0.01      	2153.9108 	5106.90467225	5106.90467225	25.123    	25.61984441	13.172    	13.24466279	-11572.83973735	-11563.53366828	-5699.75350014	-5721.91862908	-17285.45229737	-13913.50745633	-13862.68287532	-5868.60848324	-5882.59573297	-19782.11593957	-19745.27860829
tm        	0.01-0.29 	26401.5432	0.01      	2230.8362 	5106.90467225	5106.90467225	25.462    	25.4871407	14.756    	14.76728351	-11644.71339202	-11674.23449902	-5865.83452954	-5861.52084519	-17535.7553442	-13968.52943827	-14021.76840651	-6026.09377364	-6025.35505189	-19994.62321191	-20047.1234584
tm        	0.01-0.3  	26029.6904	0.01      	2307.7616 	5106.90467225	5106.90467225	25.541    	25.35443699	16.271    	16.18839619	-11842.73182715	-11787.37182346	-6009.40397009	-6001.1232045	-17788.49502796	-14249.83338545	-14182.54278451	-6176.8174977	-6168.11647753	-20426.65088315	-20350.65926204
tm        	0.01-0.31 	25657.8377	0.01      	2384.687  	5106.90467225	5106.90467225	25.204    	25.22173327	17.455    	17.51782419	-11973.01079744	-11902.83611666	-6153.12190401	-6140.72569456	-18043.56181121	-14380.5594346	-14344.92953795	-6325.22663944	-6310.87994225	-20705.78607405	-20655.80948021
tm        	0.01-0.32 	25285.985 	0.01      	2461.6124 	5106.90467225	5106.90467225	25.123    	25.08902956	18.708    	18.76416293	-12009.97062004	-12020.5257454	-6285.3172188	-6280.32830413	-18300.85404953	-14564.80852532	-14508.85776338	-6456.45554918	-6453.64538213	-21021.26407449	-20962.5031455
tm        	0.01-0.33 	24914.1323	0.01      	2538.5377 	5106.90467225	5106.90467225	25.007    	24.95632585	19.856    	19.93496599	-12192.22600083	-12140.34620189	-6406.44254809	-6419.9310231	-18560.27722499	-14696.43659815	-14674.26157698	-6581.99558156	-6596.41273668	-21278.43217971	-21270.67431366
tm        	0.01-0.34 	24542.2795	0.01      	2615.4631 	5106.90467225	5106.90467225	24.753    	24.82362213	21.083    	21.03689828	-12281.34919501	-12262.20942963	-6561.06568001	-6559.53384235	-18821.74327198	-14848.07137922	-14841.07963348	-6742.50570886	-6739.1819486	-21590.57708808	-21580.26158208
tm        	0.01-0.35 	24170.4268	0.01      	2692.3885 	5106.90467225	5106.90467225	24.676    	24.69091842	21.984    	22.07586301	-12414.58043145	-12386.03322834	-6717.21692565	-6699.13675362	-19085.16998197	-15013.79925885	-15009.25470235	-6896.868726	-6881.95292856	-21910.66798485	-21891.20763091
tm        	0.01-0.36 	23798.5741	0.01      	2769.3139 	5106.90467225	5106.90467225	24.6      	24.55821471	23.02     	23.05710748	-12572.90553964	-12511.74072703	-6829.18649746	-6838.73974942	-19350.48047645	-15141.62241116	-15178.73329343	-7017.73724464	-7024.72522923	-22159.35965579	-22203.45852266
tm        	0.01-0.37 	23426.7214	0.01      	2846.2393 	5106.90467225	5106.90467225	24.387    	24.42551099	23.792    	23.98531171	-12626.86365678	-12639.25991603	-7018.22707378	-6978.34282298	-19617.60273901	-15332.78522421	-15349.46532491	-7207.963774	-7167.49870118	-22540.74899822	-22516.9640261
tm        	0.01-0.38 	23054.8687	0.01      	2923.1647 	5106.90467225	5106.90467225	24.266    	24.29280728	24.82     	24.86466309	-12802.02445485	-12768.52323015	-7121.36121698	-7117.94596813	-19886.46919828	-15557.11929005	-15521.40382817	-7315.14969596	-7310.27331103	-22872.26898601	-22831.6771392
tm        	0.01-0.39 	22683.0159	0.01      	3000.0901 	5106.90467225	5106.90467225	24.293    	24.16010356	25.714    	25.69891952	-12907.1037482	-12899.46717634	-7258.06873387	-7257.54917926	-20157.0163556	-15692.11577258	-15694.50468451	-7453.19494286	-7453.04902703	-23145.31071544	-23147.55371153
tm        	0.01-0.4  	22311.1632	0.01      	3077.0154 	5106.90467225	5106.90467225	23.868    	24.02739985	26.577    	26.49146313	-13102.63329737	-13032.03200035	-7386.65264186	-7397.15245126	-20429.18445161	-15889.73968869	-15868.72638974	-7587.4970402	-7595.82581896	-23477.23672888	-23464.55220869
tm        	0.01-0.41 	21939.3105	0.01      	3153.9408 	5106.90467225	5106.90467225	23.956    	23.90377508	27.054    	27.24534607	-13105.01509013	-13166.16138728	-7538.71234598	-7536.75577946	-20702.91716674	-16042.04261169	-16044.0298431	-7738.94419834	-7738.60365804	-23780.98681003	-23782.63350114
