type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk%   	O_Risk%   	B_VaR     	O_VaR     	T_VaR     	B_CVaR    	O_CVaR    	T_CVaR    
tm        	0.04-0.69 	11290.2843	0.04      	5198.655  	5106.90467225	5106.90467225	24.38299368	39.10591498	-16876.15074671	-11247.0416221	-28123.19236881	-20646.29353309	-11552.07797209	-32198.37150518
tm        	0.04-0.7  	10926.0816	0.04      	5273.9978 	5106.90467225	5106.90467225	24.48890157	39.36726854	-17037.1099817	-11383.77354045	-28420.88352215	-20838.43390949	-11691.69472983	-32530.12863932
tm        	0.04-0.71 	10561.8789	0.04      	5349.3407 	5106.90467225	5106.90467225	24.59684158	39.62126002	-17198.76513861	-11520.50557186	-28719.27071048	-21031.05427447	-11831.31680033	-32862.3710748
tm        	0.04-0.72 	10197.6762	0.04      	5424.6835 	5106.90467225	5106.90467225	24.70670775	39.86819619	-17361.1019667	-11657.23770913	-29018.33967583	-21224.14479203	-11970.94409283	-33195.08888485
tm        	0.04-0.73 	9833.4735 	0.04      	5500.0263 	5106.90467225	5106.90467225	24.81840148	40.10836698	-17524.10669437	-11793.96994551	-29318.07663988	-21417.69595727	-12110.57651917	-33528.27247644
tm        	0.04-0.74 	9469.2707 	0.04      	5575.3691 	5106.90467225	5106.90467225	24.9318309	40.34204667	-17687.76600699	-11930.70227469	-29618.46828168	-21611.698581	-12250.21399373	-33861.91257473
tm        	0.04-0.75 	9105.068  	0.04      	5650.712  	5106.90467225	5106.90467225	25.0469103	40.5694949	-17852.06702597	-12067.43469072	-29919.50171669	-21806.14377525	-12389.8564333	-34196.00020854
tm        	0.04-0.76 	8740.8653 	0.04      	5726.0548 	5106.90467225	5106.90467225	25.16355958	40.79095765	-18016.99728905	-12204.16718805	-30221.1644771	-22001.02293962	-12529.50375697	-34530.5266966
tm        	0.04-0.77 	8376.6626 	0.04      	5801.3976 	5106.90467225	5106.90467225	25.28170385	41.00666812	-18182.54473171	-12340.89976146	-30523.44449317	-22196.32774851	-12669.15588609	-34865.4836346
tm        	0.04-0.78 	8012.4598 	0.04      	5876.7405 	5106.90467225	5106.90467225	25.40127294	41.21684755	-18348.69766963	-12477.63240603	-30826.33007566	-22392.05013889	-12808.81274413	-35200.86288302
tm        	0.04-0.79 	7648.2571 	0.04      	5952.0833 	5106.90467225	5106.90467225	25.52220109	41.42170599	-18515.44478217	-12614.36511718	-31129.80989936	-22588.18229894	-12948.47425661	-35536.65655555
tm        	0.04-0.8  	7284.0544 	0.04      	6027.4261 	5106.90467225	5106.90467225	25.64442656	41.62144296	-18682.77509674	-12751.09789057	-31433.87298731	-22784.71665717	-13088.14019277	-35872.85684995
tm        	0.04-0.81 	6919.8517 	0.04      	6102.7689 	5106.90467225	5106.90467225	25.76789135	41.81624816	-18850.67797396	-12887.83072215	-31738.5086961	-22981.64587228	-13227.80998179	-36209.45585408
tm        	0.04-0.82 	6555.649  	0.04      	6178.1118 	5106.90467225	5106.90467225	25.89254089	42.00630201	-19019.14309373	-13024.56360807	-32043.70670181	-23178.96282342	-13367.48352726	-36546.44635068
tm        	0.04-0.83 	6191.4462 	0.04      	6253.4546 	5106.90467225	5106.90467225	26.01832384	42.19177625	-19188.160442	-13161.29654476	-32349.45698676	-23376.66060106	-13507.16077219	-36883.82137325
tm        	0.04-0.84 	5827.2435 	0.04      	6328.7974 	5106.90467225	5106.90467225	26.14519179	42.37283444	-19357.72029817	-13298.02952882	-32655.74982699	-23574.73249833	-13646.84166107	-37221.57415939
tm        	0.04-0.85 	5463.0408 	0.04      	6404.1402 	5106.90467225	5106.90467225	26.27309908	42.54963243	-19527.81322323	-13434.76255708	-32962.57578032	-23773.17200279	-13786.52613978	-37559.69814257
tm        	0.04-0.86 	5098.8381 	0.04      	6479.4831 	5106.90467225	5106.90467225	26.40200261	42.72231884	-19698.43004851	-13571.49562653	-33269.92567504	-23971.97278864	-13926.21415558	-37898.18694421
tm        	0.04-0.87 	4734.6354 	0.04      	6554.8259 	5106.90467225	5106.90467225	26.53186166	42.89103545	-19869.56186489	-13708.22873437	-33577.79059926	-24171.12870932	-14065.90565702	-38237.03436634
tm        	0.04-0.88 	4370.4326 	0.04      	6630.1687 	5106.90467225	5106.90467225	26.66263771	43.0559176	-20041.20001277	-13844.96187791	-33886.16189068	-24370.63379048	-14205.60059394	-38576.23438442
tm        	0.04-0.89 	4006.2299 	0.04      	6705.5115 	5106.90467225	5106.90467225	26.79429431	43.21709452	-20213.33607225	-13981.69505467	-34195.03112692	-24570.4822233	-14345.29891739	-38915.78114069
tm        	0.04-0.9  	3642.0272 	0.04      	6780.8544 	5106.90467225	5106.90467225	26.92679694	43.37468974	-20385.96185407	-14118.42826228	-34504.39011634	-24770.66835817	-14485.00057959	-39255.66893776
tm        	0.04-0.91 	3277.8245 	0.04      	6856.1972 	5106.90467225	5106.90467225	27.06011286	43.52882132	-20559.06939081	-14255.16149851	-34814.23088932	-24971.18669862	-14624.70553391	-39595.89223253
tm        	0.04-0.92 	2913.6218 	0.04      	6931.54   	5106.90467225	5106.90467225	27.19421103	43.67960222	-20732.65092859	-14391.89476128	-35124.54568987	-25172.03189558	-14764.41373481	-39936.44563039
tm        	0.04-0.93 	2549.419  	0.04      	7006.8828 	5106.90467225	5106.90467225	27.32906198	43.82714052	-20906.69891915	-14528.6280486	-35435.32696775	-25373.19874193	-14904.12506022	-40277.32380215
tm        	0.04-0.94 	2185.2163 	0.04      	7082.2257 	5106.90467225	5106.90467225	27.46463771	43.9715397	-21081.20601228	-14665.36135862	-35746.5673709	-25574.68216725	-15043.83905828	-40618.52122552
tm        	0.04-0.95 	1821.0136 	0.04      	7157.5685 	5106.90467225	5106.90467225	27.60091161	44.11289891	-21256.16504868	-14802.09468956	-36058.25973824	-25776.47723287	-15183.5556332	-40960.03286607
tm        	0.04-0.96 	1456.8109 	0.04      	7232.9113 	5106.90467225	5106.90467225	27.73785835	44.25131312	-21431.56905304	-14938.82803977	-36370.39709281	-25978.57912716	-15323.27475048	-41301.85387764
tm        	0.04-0.97 	1092.6082 	0.04      	7308.2542 	5106.90467225	5106.90467225	27.87545384	44.38687344	-21607.4112275	-15075.56140769	-36682.97263519	-26180.98316093	-15462.9963764	-41643.97953733
tm        	0.04-0.98 	728.4054  	0.04      	7383.597  	5106.90467225	5106.90467225	28.01367514	44.51966722	-21783.68494543	-15212.29479183	-36995.97973726	-26383.68476318	-15602.72047799	-41986.40524118
tm        	0.04-0.99 	364.2027  	0.04      	7458.9398 	5106.90467225	5106.90467225	28.15250035	44.6497783	-21960.38374542	-15349.02819081	-37309.41193623	-26586.67947695	-15742.44702304	-42329.12649999
tm        	0.04-1.0  	0.0       	0.04      	7534.2826 	5106.90467225	5106.90467225	28.29190863	44.77728716	-22137.50132561	-15485.7616033	-37623.26292891	-26789.96295537	-15882.17598002	-42672.13893539
cp        	0.05-0.0  	36165.272 	0.05      	0.0       	5106.90467225	5106.90467225	28.46546622	0         	-9957.50710801	-1870.41309202	-11827.92020003	-10465.3459459	-2012.59942578	-12477.94537167
tm        	0.05-0.01 	35803.6193	0.05      	74.8153   	5106.90467225	5106.90467225	28.33096834	0         	-9929.70473077	-2001.60817369	-11931.31290446	-10460.96175663	-2147.36793479	-12608.32969141
tm        	0.05-0.02 	35441.9666	0.05      	149.6306  	5106.90467225	5106.90467225	28.19647046	0         	-9901.90235353	-2133.12143987	-12035.0237934	-10467.28504101	-2282.34005901	-12749.62510001
tm        	0.05-0.03 	35080.3139	0.05      	224.4459  	5106.90467225	5106.90467225	28.06197258	0         	-9874.09997628	-2264.92529148	-12139.02526776	-10484.40896684	-2417.49911342	-12901.90808026
tm        	0.05-0.04 	34718.6612	0.05      	299.2612  	5106.90467225	5106.90467225	27.9274747	0         	-9846.29759904	-2396.9960277	-12243.29362674	-10512.37554262	-2552.83064234	-13065.20618496
tm        	0.05-0.05 	34357.0084	0.05      	374.0765  	5106.90467225	5106.90467225	27.79297682	0         	-9818.49522178	-2529.3131004	-12347.80832219	-10551.20875032	-2688.32201478	-13239.5307651
tm        	0.05-0.06 	33995.3557	0.05      	448.8918  	5106.90467225	5106.90467225	27.65847894	0         	-9790.69284454	-2661.85854496	-12452.5513895	-10600.92478388	-2823.96211104	-13424.88689492
tm        	0.05-0.07 	33633.703 	0.05      	523.7071  	5106.90467225	5106.90467225	27.52398106	0         	-9765.55854979	-2794.6165386	-12560.17508839	-10661.53118627	-2959.74107633	-13621.27226261
tm        	0.05-0.08 	33272.0503	0.05      	598.5225  	5106.90467225	5106.90467225	27.38948318	0         	-9753.37660109	-2927.57305265	-12680.94965374	-10732.41213348	-3095.65012444	-13828.06225792
tm        	0.05-0.09 	32910.3976	0.05      	673.3378  	5106.90467225	5106.90467225	27.2549853	0         	-9753.68963679	-3060.71557501	-12814.40521179	-10812.2522298	-3231.68137943	-14043.93360923
tm        	0.05-0.1  	32548.7448	0.05      	748.1531  	5106.90467225	5106.90467225	27.12048742	0         	-9765.04108163	-3194.03288626	-12959.0739679	-10899.93591563	-3367.82774671	-14267.76366234
tm        	0.05-0.11 	32187.0921	0.05      	822.9684  	5106.90467225	5106.90467225	26.98598954	0         	-9786.20869513	-3327.51487708	-13113.72357221	-10994.55115501	-3504.08280692	-14498.63396193
tm        	0.05-0.12 	31825.4394	0.05      	897.7837  	5106.90467225	5106.90467225	26.85149166	0         	-9816.16415944	-3461.15239784	-13277.31655728	-11095.34385344	-3640.4407279	-14735.78458134
tm        	0.05-0.13 	31463.7867	0.05      	972.599   	5106.90467225	5106.90467225	26.71699378	0         	-9854.03726233	-3594.93713381	-13448.97439614	-11201.68360886	-3776.89619104	-14978.5797999
tm        	0.05-0.14 	31102.134 	0.05      	1047.4143 	5106.90467225	5106.90467225	26.5824959	0         	-9899.08640125	-3728.86150069	-13627.94790195	-11313.03795439	-3913.44432924	-15226.48228364
tm        	0.05-0.15 	30740.4812	0.05      	1122.2296 	5106.90467225	5106.90467225	26.44799802	0         	-9950.67494135	-3862.91855654	-13813.59349789	-11428.9528446	-4050.08067428	-15479.03351888
tm        	0.05-0.16 	30378.8285	0.05      	1197.0449 	5106.90467225	5106.90467225	26.31350014	0         	-10008.25242713	-3997.10192702	-14005.35435415	-11549.03772294	-4186.80111191	-15735.83883486
tm        	0.05-0.17 	30017.1758	0.05      	1271.8602 	5106.90467225	5106.90467225	26.17900226	0         	-10071.33965329	-4131.40574168	-14202.74539497	-11672.95396961	-4323.60184332	-15996.55581293
tm        	0.05-0.18 	29655.5231	0.05      	1346.6755 	5106.90467225	5106.90467225	26.04450438	0         	-10139.51675518	-4265.82457911	-14405.3413343	-11800.40586559	-4460.47935186	-16260.88521745
tm        	0.05-0.19 	29293.8704	0.05      	1421.4908 	5106.90467225	5106.90467225	25.9100065	0         	-10212.41365171	-4400.35341972	-14612.76707143	-11931.13344916	-4597.43037421	-16528.56382337
tm        	0.05-0.2  	28932.2176	0.05      	1496.3061 	5106.90467225	5106.90467225	25.77550862	0.04018626	-10289.70232317	-4534.9876047	-14824.68992787	-12064.90681094	-4734.45187525	-16799.35868618
tm        	0.05-0.21 	28570.5649	0.05      	1571.1214 	5106.90467225	5106.90467225	25.64101074	0.51279751	-10371.09052707	-4669.72280035	-15040.81332743	-12201.521494	-4871.54102607	-17073.06252008
tm        	0.05-0.22 	28208.9122	0.05      	1645.9367 	5106.90467225	5106.90467225	25.50651286	1.45958574	-10456.31664724	-4804.55496678	-15260.87161402	-12340.79475175	-5008.69518472	-17349.48993647
tm        	0.05-0.23 	27847.2595	0.05      	1720.752  	5106.90467225	5106.90467225	25.37201498	2.81870178	-10545.14544202	-4939.48033043	-15484.62577245	-12482.56247799	-5145.9118791	-17628.47435709
tm        	0.05-0.24 	27485.6068	0.05      	1795.5674 	5106.90467225	5106.90467225	25.2375171	4.53860465	-10637.36451111	-5074.4953599	-15711.85987101	-12626.67666888	-5283.18879195	-17909.86546083
tm        	0.05-0.25 	27123.954 	0.05      	1870.3827 	5106.90467225	5106.90467225	25.10301922	6.55112898	-10732.78134023	-5209.59674447	-15942.37808471	-12773.00330914	-5420.52374748	-18193.52705662
tm        	0.05-0.26 	26762.3013	0.05      	1945.198  	5106.90467225	5106.90467225	24.96852134	8.50688033	-10831.22081419	-5344.78137509	-16176.00218928	-12921.42059976	-5557.91469942	-18479.33529918
tm        	0.05-0.27 	26400.6486	0.05      	2020.0133 	5106.90467225	5106.90467225	24.83402346	10.3177612	-10932.52311175	-5480.04632737	-16412.56943912	-13071.81746255	-5695.3597204	-18767.17718295
tm        	0.05-0.28 	26038.9959	0.05      	2094.8286 	5106.90467225	5106.90467225	24.69952558	11.99929344	-11036.54191392	-5615.38884651	-16651.93076043	-13224.09227075	-5832.85699239	-19056.94926313
tm        	0.05-0.29 	25677.3432	0.05      	2169.6439 	5106.90467225	5106.90467225	24.5650277	13.56485794	-11143.14287106	-5750.80633363	-16893.94920468	-13378.15176554	-5970.40479816	-19348.5565637
tm        	0.05-0.3  	25315.6904	0.05      	2244.4592 	5106.90467225	5106.90467225	24.43052982	15.02605147	-11252.20228491	-5886.29633361	-17138.49861852	-13533.91012651	-6108.00151354	-19641.91164005
tm        	0.05-0.31 	24954.0377	0.05      	2319.2745 	5106.90467225	5106.90467225	24.29603194	16.39297445	-11363.60597022	-6021.85652411	-17385.46249434	-13691.2881701	-6245.64560046	-19936.93377056
tm        	0.05-0.32 	24592.385 	0.05      	2394.0898 	5106.90467225	5106.90467225	24.16153406	17.67446475	-11477.2482671	-6157.48470563	-17634.73297272	-13850.21265542	-6383.33560064	-20233.54825606
tm        	0.05-0.33 	24230.7323	0.05      	2468.9051 	5106.90467225	5106.90467225	24.02703618	18.87828897	-11593.03118061	-6293.17879247	-17886.20997309	-14010.61568028	-6521.07012986	-20531.68581013
tm        	0.05-0.34 	23869.0795	0.05      	2543.7204 	5106.90467225	5106.90467225	23.8925383	20.0113   	-11710.86362825	-6428.92096517	-18139.78459341	-14172.43415369	-6658.84708077	-20831.28123447
tm        	0.05-0.35 	23507.4268	0.05      	2618.5357 	5106.90467225	5106.90467225	23.75804042	21.07956754	-11830.66077929	-6564.66782374	-18395.32860303	-14335.60933329	-6796.66312626	-21132.27245955
tm        	0.05-0.36 	23145.7741	0.05      	2693.351  	5106.90467225	5106.90467225	23.62354254	22.08848688	-11952.34347283	-6700.41685005	-18652.76032287	-14500.08641822	-6934.51703847	-21434.60345669
tm        	0.05-0.37 	22784.1214	0.05      	2768.1663 	5106.90467225	5106.90467225	23.48904466	23.04287005	-12075.83770325	-6836.16787266	-18912.00557592	-14665.81418963	-7072.40718861	-21738.22137824
tm        	0.05-0.38 	22422.4687	0.05      	2842.9816 	5106.90467225	5106.90467225	23.35454678	23.94702252	-12201.07416408	-6971.92073564	-19172.99489972	-14832.7446921	-7210.33062822	-22043.07532032
tm        	0.05-0.39 	22060.8159	0.05      	2917.7969 	5106.90467225	5106.90467225	23.2200489	24.80480819	-12327.98784209	-7107.67529691	-19435.663139	-15000.83295055	-7348.28629309	-22349.11924364
tm        	0.05-0.4  	21699.1632	0.05      	2992.6123 	5106.90467225	5106.90467225	23.09291343	25.61970459	-12456.51765535	-7243.43142689	-19699.94908224	-15170.03671783	-7486.27326694	-22656.30998477
tm        	0.05-0.41 	21337.5105	0.05      	3067.4276 	5106.90467225	5106.90467225	22.99010293	26.39484994	-12586.60612939	-7379.1890072	-19965.7951366	-15340.3162491	-7624.28911835	-22964.60536745
tm        	0.05-0.42 	20975.8578	0.05      	3142.2429 	5106.90467225	5106.90467225	22.90913727	27.1330836	-12718.19910679	-7514.94792959	-20233.14703638	-15511.63409962	-7762.33238963	-23273.96648925
tm        	0.05-0.43 	20614.2051	0.05      	3217.0582 	5106.90467225	5106.90467225	22.84719608	27.83698082	-12851.24548597	-7650.70809492	-20501.95358089	-15683.95494297	-7900.40238762	-23584.35733059
tm        	0.05-0.44 	20252.5523	0.05      	3291.8735 	5106.90467225	5106.90467225	22.80196602	28.50888271	-12985.69698588	-7786.46941231	-20772.1663982	-15857.24540734	-8038.49828824	-23895.74369558
tm        	0.05-0.45 	19890.8996	0.05      	3366.6888 	5106.90467225	5106.90467225	22.77152359	29.15092229	-13121.50793335	-7922.23179835	-21043.7397317	-16031.47392771	-8176.617898	-24208.09182571
tm        	0.05-0.46 	19529.2469	0.05      	3441.5041 	5106.90467225	5106.90467225	22.75425084	29.76504711	-13258.63507056	-8057.99517639	-21316.63024695	-16206.61061204	-8314.76025124	-24521.37086329
tm        	0.05-0.47 	19167.5942	0.05      	3516.3194 	5106.90467225	5106.90467225	22.74877323	30.35303896	-13397.03738038	-8193.75947592	-21590.79685629	-16382.62711994	-8452.92480825	-24835.55192818
tm        	0.05-0.48 	18805.9415	0.05      	3591.1347 	5106.90467225	5106.90467225	22.7539128	30.91653114	-13536.67592758	-8329.52463203	-21866.20055961	-16559.49655237	-8591.11104706	-25150.60759943
tm        	0.05-0.49 	18444.2887	0.05      	3665.95   	5106.90467225	5106.90467225	22.76865237	31.45702365	-13677.51371417	-8465.29058489	-22142.80429906	-16737.19335126	-8729.31743011	-25466.51078137
tm        	0.05-0.5  	18082.636 	0.05      	3740.7653 	5106.90467225	5106.90467225	22.79210754	31.97589646	-13819.5155474	-8601.05727927	-22420.57282667	-16915.69320789	-8867.54268658	-25783.23589447
tm        	0.05-0.51 	17720.9833	0.05      	3815.5806 	5106.90467225	5106.90467225	22.82350471	32.47442131	-13962.64791904	-8736.82466423	-22699.47258327	-17094.97297914	-9005.78639435	-26100.7593735
tm        	0.05-0.52 	17359.3306	0.05      	3890.3959 	5106.90467225	5106.90467225	22.86216341	32.95377213	-14106.87889489	-8872.59269262	-22979.47158751	-17275.01061085	-9144.0481471	-26419.05875795
tm        	0.05-0.53 	16997.6779	0.05      	3965.2112 	5106.90467225	5106.90467225	22.90748217	33.41503424	-14252.17801339	-9008.36132085	-23260.53933423	-17455.78506749	-9282.32753528	-26738.11260277
tm        	0.05-0.54 	16636.0251	0.05      	4040.0265 	5106.90467225	5106.90467225	22.95892683	33.85921256	-14398.51619235	-9144.13050856	-23542.64670092	-17637.27626762	-9420.62316528	-27057.8994329
tm        	0.05-0.55 	16274.3724	0.05      	4114.8418 	5106.90467225	5106.90467225	23.01602108	34.28723895	-14545.86564336	-9279.90021835	-23825.76586171	-17819.46502441	-9558.93411099	-27378.3991354
tm        	0.05-0.56 	15912.7197	0.05      	4189.6572 	5106.90467225	5106.90467225	23.07833852	34.69997868	-14694.19979266	-9415.67041552	-24109.87020818	-18002.33299094	-9697.26005313	-27699.59304407
tm        	0.05-0.57 	15551.067 	0.05      	4264.4725 	5106.90467225	5106.90467225	23.14549609	35.09823632	-14843.49320825	-9551.44106788	-24394.93427613	-18185.86260964	-9835.6006836	-28021.46329324
tm        	0.05-0.58 	15189.4143	0.05      	4339.2878 	5106.90467225	5106.90467225	23.2171485	35.48276093	-14993.7215325	-9687.21214553	-24680.93367802	-18370.03706563	-9973.95570488	-28343.99277051
tm        	0.05-0.59 	14827.7615	0.05      	4414.1031 	5106.90467225	5106.90467225	23.29298353	35.85425082	-15144.86141973	-9822.98362066	-24967.84504038	-18554.8402435	-10112.32463675	-28667.16488024
